Kategori,Keyword,Periode_Scrape,Sumber,Tanggal_Tayang,Judul,Link
Technological,Data Siswa Makan Gratis,November 2025,netralnews.com,4 minggu lalu,Ingin Jadi Mitra Program Makan Bergizi Gratis? Begini Cara Daftar di Portal BGN 2025,https://www.netralnews.com/ingin-jadi-mitra-program-makan-bergizi-gratis-begini-cara-daftar-di-portal-bgn-2025/ZTdoZmRZTFFxYndxM2tUWTZ0RDNOZz09
Technological,Data Siswa Makan Gratis,November 2025,Kompasiana.com,3 minggu lalu,Badan Pusat statistik (BPS) Kabupaten Bantul Monitoring Makan Bergizi Gratis (MBG) di MTs N 6 Bantul - Kompasiana.com,https://www.kompasiana.com/nanimtswonoktomo/690c2b0a34777c17a927f263/badan-pusat-statistik-bps-kabupaten-bantul-monitoring-makan-bergizi-gratis-di-mts-n-6-bantul-mbg
Technological,Data Siswa Makan Gratis,November 2025,Inilah.com,1 bulan lalu,"BGN Belajar Gizi Jangan ke India, Finlandia dan Jepang Jelas-jelas Diakui Dunia",https://www.inilah.com/bgn-belajar-gizi-jangan-ke-india-finlandia-dan-jepang-jelas-jelas-diakui-dunia
Technological,Data Siswa Makan Gratis,November 2025,RRI.co.id,3 minggu lalu,Program MBG Berdampak pada Peningkatan Ekonomi Lokal,https://rri.co.id/sungailiat/makan-bergizi-gratis/1958331/program-mbg-berdampak-pada-peningkatan-ekonomi-lokal
Technological,Data Siswa Makan Gratis,November 2025,RRI.co.id,1 minggu lalu,"Dukung MBG, MTsN 1 Bangka Menyerahkan Data Siswa",https://rri.co.id/sungailiat/asta-cita/1989095/dukung-mbg-mtsn-1-bangka-menyerahkan-data-siswa
Technological,Data Siswa Makan Gratis,November 2025,Ekorantt.com,4 hari lalu,82 Siswa di Bajawa Diduga Keracunan Usai Santap Makan Bergizi Gratis,https://ekorantt.com/2025/11/26/82-siswa-di-bajawa-diduga-keracunan-usai-santap-makan-bergizi-gratis/
Technological,Data Siswa Makan Gratis,November 2025,RRI.co.id,1 bulan lalu,"Tingkatkan Gizi Anak, Pemerhati: MBG Tetap Terus Dievaluasi",https://rri.co.id/makan-bergizi-gratis/1946503/tingkatkan-gizi-anak-pemerhati-mbg-tetap-terus-dievaluasi
Technological,Data Siswa Makan Gratis,November 2025,DW,2 minggu lalu,BGN: Lebih dari 11 Ribu Kasus Keracunan MBG,https://www.dw.com/id/badan-gizi-nasional-lebih-dari-11-ribu-kasus-keracunan-mbg/a-74711305
Technological,Data Siswa Makan Gratis,November 2025,Aktual.com,3 minggu lalu,BGN Akan Tutup Permanen Dapur MBG Jika Kasus Keracunan Terulang,https://aktual.com/bgn-akan-tutup-permanen-dapur-mbg-jika-kasus-keracunan-terulang/
Technological,Data Siswa Makan Gratis,November 2025,Tempo.co,3 minggu lalu,"Survei Indikator: 34,1 Persen Masyarakat Minta MBG Dihentikan",https://www.tempo.co/politik/survei-indikator-34-1-persen-masyarakat-minta-mbg-dihentikan-2087910
Technological,Data Siswa Makan Gratis,November 2025,Merdeka.com,1 bulan lalu,"Ahli Gizi Ungkap: Program Makan Bergizi Gratis Tingkatkan Gizi Anak, Tapi Evaluasi Berkala Kunci Optimalisasi!",https://www.merdeka.com/peristiwa/ahli-gizi-ungkap-program-makan-bergizi-gratis-tingkatkan-gizi-anak-tapi-evaluasi-berkala-kunci-optimalisasi-489352-mvk.html
Technological,Data Siswa Makan Gratis,November 2025,Tempo.co,3 minggu lalu,"14.403 Dapur MBG Bakal Beroperasi, BGN Lakukan Verifikasi Berlapis",https://www.tempo.co/politik/14-403-dapur-mbg-bakal-beroperasi-bgn-lakukan-verifikasi-berlapis-2087230
Technological,Data Siswa Makan Gratis,November 2025,Kompas.com,2 minggu lalu,Hasil Survei: 52 Persen Siswa Tidak Menyukai Rasa dan Kualitas MBG,https://www.kompas.com/edu/read/2025/11/13/113534171/hasil-survei-52-persen-siswa-tidak-menyukai-rasa-dan-kualitas-mbg
Technological,Data Siswa Makan Gratis,November 2025,Media Indonesia,2 minggu lalu,KPAI Dorong Pelibatan Anak dalam Program Makan Bergizi Gratis,https://mediaindonesia.com/humaniora/829668/kpai-dorong-pelibatan-anak-dalam-program-makan-bergizi-gratis
Technological,Data Siswa Makan Gratis,November 2025,Kompas.com,3 minggu lalu,JPPI: Korban Keracunan MBG Capai 16.109 Siswa,https://www.kompas.com/edu/read/2025/11/06/122300371/jppi--korban-keracunan-mbg-capai-16.109-siswa
Technological,Data Siswa Makan Gratis,November 2025,Tempo.co,2 minggu lalu,BPS: Permintaan MBG Picu Kenaikan Harga Telur Ayam Ras,https://www.tempo.co/ekonomi/bps-permintaan-mbg-picu-kenaikan-harga-telur-ayam-ras-2090320
Technological,Data Siswa Makan Gratis,November 2025,IDX Channel,4 minggu lalu,Siswa Sekolah Rakyat Dapat Jatah Makan Bergizi Gratis Tiga Kali Sehari,https://www.idxchannel.com/news/siswa-sekolah-rakyat-dapat-jatah-makan-bergizi-gratis-tiga-kali-sehari
Technological,Data Siswa Makan Gratis,November 2025,Melintas,1 minggu lalu,Pentingnya Ahli Gizi dalam Program Makan Bergizi Gratis (MBG) untuk Memenuhi Gizi Murid di Sekolah - Melintas,https://www.melintas.id/pendidikan/346849217/pentingnya-ahli-gizi-dalam-program-makan-bergizi-gratis-mbg-untuk-memenuhi-gizi-murid-di-sekolah?page=3
Technological,Data Siswa Makan Gratis,November 2025,Bloomberg Technoz,2 minggu lalu,"BGN: 13 Ribu Orang Keracunan MBG, 50% Disebabkan Bakteri E. coli",https://www.bloombergtechnoz.com/detail-news/90141/bgn-13-ribu-orang-keracunan-mbg-50-disebabkan-bakteri-e-coli
Technological,Data Siswa Makan Gratis,November 2025,Tempo.co,1 bulan lalu,Kementerian HAM Pantau Sejumlah Kasus Keracunan MBG,https://www.tempo.co/hukum/kementerian-ham-pantau-sejumlah-kasus-keracunan-mbg-2085308
Technological,Data Siswa Makan Gratis,November 2025,Tempo.co,5 hari lalu,ICW Temukan 28 Yayasan MBG Terafiliasi dengan Partai Politik,https://www.tempo.co/politik/icw-temukan-28-yayasan-mbg-terafiliasi-dengan-partai-politik-2092889
Technological,Data Siswa Makan Gratis,November 2025,Bola.com,2 minggu lalu,Kepala BGN Ungkap Total Kejadian Keracunan MBG hingga 12 November 2025,https://www.bola.com/news/read/6209900/kepala-bgn-ungkap-total-kejadian-keracunan-mbg-hingga-12-november-2025
Technological,Data Siswa Makan Gratis,November 2025,KalderaNews.com,4 minggu lalu,"Tragis! Dana Rp 1 Miliar Raib, Program Makan Bergizi Gratis di Bandung Barat Terhenti Total",https://www.kalderanews.com/2025/11/04/tragis-dana-rp-1-miliar-raib-program-makan-bergizi-gratis-di-bandung-barat-terhenti-total/
Technological,Data Siswa Makan Gratis,November 2025,Pikiran Rakyat,3 minggu lalu,"DPRD Bandung Barat Desak BGN Transparansi Data, Ragukan Klaim Kualitas Air Pemicu Keracunan MBG",https://www.pikiran-rakyat.com/news/pr-019782390/dprd-bandung-barat-desak-bgn-transparansi-data-ragukan-klaim-kualitas-air-pemicu-keracunan-mbg
Technological,Data Siswa Makan Gratis,November 2025,Galamedia News,3 minggu lalu,"Lagi-lagi! Kasus Keracunan MBG Bandung Barat Terulang, 13 Siswa SMP Mual-Muntah, 1 Korban Dirujuk ke RS - Galamedia News",https://galamedia.pikiran-rakyat.com/news/pr-359785239/lagi-lagi-kasus-keracunan-mbg-bandung-barat-terulang-13-siswa-smp-mual-muntah-1-korban-dirujuk-ke-rs
Technological,Data Siswa Makan Gratis,November 2025,Sudutpandang.id,3 hari lalu,Program MBG Menjadikan Siswa SMPN 1 Nguntoronadi Lebih Disiplin dan Fokus Belajar,https://sudutpandang.id/program-mbg-menjadikan-siswa-smpn-1-nguntoronadi-lebih-disiplin-dan-fokus-belajar/
Technological,Data Siswa Makan Gratis,November 2025,Banjarmasinpost.co.id,2 minggu lalu,"Tak Kebagian MBG Hingga Kini, Siswa SMAN 6 Banjarmasin Merasa Dipinggirkan",https://banjarmasin.tribunnews.com/kalsel/1338670/tak-kebagian-mbg-hingga-kini-siswa-sman-6-banjarmasin-merasa-dipinggirkan
Technological,Data Siswa Makan Gratis,November 2025,MSN,2 hari lalu,SPPG Dekat SMP N 44 Bandar Lampung Mainkan Data Siswa? Pengelola Enggan Diklarifikasi,https://www.msn.com/id-id/berita/other/sppg-dekat-smp-n-44-bandar-lampung-mainkan-data-siswa-pengelola-enggan-diklarifikasi/ar-AA1RifU9
Technological,Data Siswa Makan Gratis,November 2025,Pikiran Rakyat,5 hari lalu,"Heboh Rumah Mewah Berisi Mobil di Bogor Masuk Data Bansos, Netizen: “Kok Bisa?” - Editor News",https://editornews.pikiran-rakyat.com/daerah/pr-1319816576/heboh-rumah-mewah-berisi-mobil-di-bogor-masuk-data-bansos-netizen-kok-bisa
Technological,Data Siswa Makan Gratis,November 2025,Banten Raya,3 minggu lalu,"Puluhan Boks MBG di Cilegon Terbuang, Guru Ungkap Banyak Siswa Tak Mau Makan",https://www.bantenraya.com/daerah/16033140/boks-mbg-terbuang-di-cilegon
Technological,Data Siswa Makan Gratis,November 2025,RiauNews.com,1 bulan lalu,Ahli Gizi: Program Makan Bergizi Gratis Harus Dievaluasi agar Tepat Sasaran,https://www.riaunews.com/2025/11/02/ahli-gizi-program-makan-bergizi-gratis-harus-dievaluasi-agar-tepat-sasaran/
Technological,Data Siswa Makan Gratis,November 2025,Memonesia.com,6 hari lalu,"Program Makan Bergizi Gratis di SMPN 1 Bontang, Siswa Antusias Meski Selera Beragam",https://memonesia.com/program-makan-bergizi-gratis-di-smpn-1-bontang-siswa-antusias-meski-selera-beragam/
Technological,Data Siswa Makan Gratis,November 2025,Bangkapos.com,6 hari lalu,"Dapur SPPG Ngebul, 900 Siswa di Bangka Selatan Dapat Makan Gratis",https://bangka.tribunnews.com/lokal/1669922/dapur-sppg-ngebul-900-siswa-di-bangka-selatan-dapat-makan-gratis
Technological,Data Siswa Makan Gratis,November 2025,Gurusiana,2 hari lalu,Rapat Koordinasi MBG (1409),https://www.gurusiana.id/rismalasari/article/read/rapat-koordinasi-mbg-1408-1441908/
Technological,Data Siswa Makan Gratis,November 2025,Cilacap Update,1 hari lalu,"Harga Menu MBG di Blora Diduga Dipermainkan usai Viral 204 Siswa Keracunan, DPRD Minta Audit Total Program - Cilacap Update",https://cilacap.pikiran-rakyat.com/jawa-tengah/pr-2399821448/harga-menu-mbg-di-blora-diduga-dipermainkan-usai-viral-204-siswa-keracunan-dprd-minta-audit-total-program
Technological,Digitalisasi Badan Gizi,November 2025,Tempo.co,2 minggu lalu,Politikus NasDem Desak BGN Evaluasi Sistem Gaji Petugas Dapur MBG,https://www.tempo.co/politik/politikus-nasdem-desak-bgn-evaluasi-sistem-gaji-petugas-dapur-mbg-2088817
Technological,Digitalisasi Badan Gizi,November 2025,Neraca.co.id,4 minggu lalu,KKP Bekali Pengelola SPPG Teknik Mengolah Ikan yang Aman & Bermutu untuk Program MBG,https://www.neraca.co.id/article/227790/kkp-bekali-pengelola-sppg-teknik-mengolah-ikan-yang-aman-bermutu-untuk-program-mbg
Technological,Digitalisasi Badan Gizi,November 2025,Katadata.co.id,3 minggu lalu,"Deret Program Sekolah Rakyat 19 Bantul Yogyakarta, Gizi hingga Digitalisasi",https://katadata.co.id/berita/nasional/690d3501b2f08/deret-program-sekolah-rakyat-19-bantul-yogyakarta-gizi-hingga-digitalisasi
Technological,Digitalisasi Badan Gizi,November 2025,Melintas,1 minggu lalu,Komitmen Nasional Memperluas Akses Makan Bergizi Gratis bagi Seluruh Santri Indonesia Tanpa Tertinggal! - Melintas,https://www.melintas.id/pendidikan/346855405/komitmen-nasional-memperluas-akses-makan-bergizi-gratis-bagi-seluruh-santri-indonesia-tanpa-tertinggal
Technological,Digitalisasi Badan Gizi,November 2025,Tribunjabar.id,3 minggu lalu,Sosialisasi Program MBG di Bekasi Dorong Pemahaman Gizi Seimbang untuk Anak Sekolah,https://jabar.tribunnews.com/advertorial/1154248/sosialisasi-program-mbg-di-bekasi-dorong-pemahaman-gizi-seimbang-untuk-anak-sekolah
Technological,Digitalisasi Badan Gizi,November 2025,law-justice.co,2 hari lalu,Badan Gizi Nasional Siapkan 1.500 Paket MBG bagi Korban Banjir Sumut,https://www.law-justice.co/artikel/195837/badan-gizi-nasional-siapkan-1500-paket-mbg-bagi-korban-banjir-sumut/
Technological,Digitalisasi Badan Gizi,November 2025,Berita Jurnalis,6 hari lalu,"BGN Wujudkan Asta Cita Presiden, Organisasi Kepemudaan Dukung Program Makan Gizi Geratis",https://www.beritajurnalis.net/bgn-wujudkan-asta-cita-presiden-organisasi-kepemudaan-dukung-program-makan-gizi-geratis
Technological,Digitalisasi Badan Gizi,November 2025,Sindikat Post,4 minggu lalu,Kementerian PANRB Kawal Kesuksesan Program Prioritas Presiden - Sindikat Post,https://www.sindikatpost.com/nasional/781744461/kementerian-panrb-kawal-kesuksesan-program-prioritas-presiden
Technological,Digitalisasi Badan Gizi,November 2025,Media Indonesia,2 minggu lalu,Wagub Paparkan Capaian Digitalisasi Pembelajaran di Kalteng,https://mediaindonesia.com/nusantara/831280/wagub-paparkan-capaian-digitalisasi-pembelajaran-di-kalteng
Technological,Digitalisasi Badan Gizi,November 2025,Ayo Bekasi,4 minggu lalu,Terungkap! Modus Pemalsuan Ompreng MBG dengan Label BGN Palsu - Ayo Bekasi,https://www.ayobekasi.net/umum/3016195734/terungkap-modus-pemalsuan-ompreng-mbg-dengan-label-bgn-palsu
Technological,Digitalisasi Badan Gizi,November 2025,Minews ID,3 minggu lalu,Reformasi Birokrasi Jadi Langkah Strategis PemerintahTingkatkan Pengelolaan MBG,https://minews.id/cuitan-mi/reformasi-birokrasi-jadi-langkah-strategis-pemerintahtingkatkan-pengelolaan-mbg
Technological,Digitalisasi Badan Gizi,November 2025,Lensa Purwakarta,1 minggu lalu,Perkuat Kualitas Layanan Informasi Jasa Tirta II Soroti Inovasi dan Digitalisasi Pengelolaan Sumber Daya Air - Lensa Purwakarta,https://www.lensapurwakarta.com/nasional/28516289232/perkuat-kualitas-layanan-informasi-jasa-tirta-ii-soroti-inovasi-dan-digitalisasi-pengelolaan-sumber-daya-air
Technological,Digitalisasi Badan Gizi,November 2025,Berita Jogja,3 minggu lalu,Ini Penyebab Siswa SMA Negeri 1 Kota Yogyakarta Keracunan Setelah Menyantap MBG - Berita Jogja,https://www.beritajogja.com/news/186799432/ini-penyebab-siswa-sma-negeri-1-kota-yogyakarta-keracunan-setelah-menyantap-mbg
Technological,Digitalisasi Badan Gizi,November 2025,Media Indonesia,3 minggu lalu,Dorong UMKM Naik Kelas Lewat Inovasi dan Digitalisasi,https://mediaindonesia.com/megapolitan/828300/dorong-umkm-naik-kelas-lewat-inovasi-dan-digitalisasi
Technological,Digitalisasi Badan Gizi,November 2025,law-justice.co,2 minggu lalu,Bos Badan Gizi Beber Penyebab Keracunan MBG Sering Terjadi di Jabar,https://www.law-justice.co/artikel/195042/bos-badan-gizi-beber-penyebab-keracunan-mbg-sering-terjadi-di-jabar/
Technological,Digitalisasi Badan Gizi,November 2025,Tribunjabar.id,4 hari lalu,"Digitalisasi Risiko, Dahana Resmi Rilis E-Manrisk",https://jabar.tribunnews.com/advertorial/1156431/digitalisasi-risiko-dahana-resmi-rilis-e-manrisk
Technological,Digitalisasi Badan Gizi,November 2025,Melintas,1 minggu lalu,"RESMI! Kebumen Jadi Dapur Percontohan (Pilot Project) Program Makan Bergizi Gratis (MBG) 2025, Ini Lokasi dan Dampaknya! - Melintas",https://www.melintas.id/news/346847154/resmi-kebumen-jadi-dapur-percontohan-pilot-project-program-makan-bergizi-gratis-mbg-2025-ini-lokasi-dan-dampaknya
Technological,Digitalisasi Badan Gizi,November 2025,Media Indonesia,2 minggu lalu,"Perkuat Penyaluran Kredit, OJK Dorong Digitalisasi Dokumen Pertanahan",https://mediaindonesia.com/ekonomi/831329/perkuat-penyaluran-kredit-ojk-dorong-digitalisasi-dokumen-pertanahan
Technological,Digitalisasi Badan Gizi,November 2025,Media Indonesia,2 minggu lalu,PVTPP Perkuat Sinergi dan Digitalisasi Layanan Pelepasan Varietas dan Perizinan Benih Tanaman di Lampung,https://mediaindonesia.com/nusantara/830961/pvtpp-perkuat-sinergi-dan-digitalisasi-layanan-pelepasan-varietas-dan-perizinan-benih-tanaman-di-lampung
Technological,Digitalisasi Badan Gizi,November 2025,Media Indonesia,1 minggu lalu,Kolaborasi Hadirkan Solusi Wi-Fi Marketing untuk Ritel Modern,https://mediaindonesia.com/ekonomi/831780/kolaborasi-hadirkan-solusi-wi-fi-marketing-untuk-ritel-modern
Technological,Digitalisasi Badan Gizi,November 2025,Media Indonesia,3 minggu lalu,Naik Andong Wisata di Yogyakarta Bisa Bayar Pakai QRIS,https://mediaindonesia.com/nusantara/828078/naik-andong-wisata-di-yogyakarta-bisa-bayar-pakai-qris
Technological,Digitalisasi Badan Gizi,November 2025,Media Indonesia,2 minggu lalu,Ibas Minta Generasi Muda Bijak Kelola Media Sosial,https://mediaindonesia.com/humaniora/830037/ibas-minta-generasi-muda-bijak-kelola-media-sosial
Technological,Digitalisasi Badan Gizi,November 2025,Media Indonesia,3 minggu lalu,Dirjen PAUD dan Dikdasmen RI Sidak 4 Sekolah di Bali,https://mediaindonesia.com/nusantara/827976/dirjen-paud-dan-dikdasmen-ri-sidak-4-sekolah-di-bali
Technological,Digitalisasi Badan Gizi,November 2025,Media Indonesia,4 minggu lalu,Pemerintah Targetkan Biaya Logistik Nasional Turun Jadi 12 Persen di 2029,https://mediaindonesia.com/ekonomi/827115/pemerintah-targetkan-biaya-logistik-nasional-turun-jadi-12-persen-di-2029
Technological,Digitalisasi Badan Gizi,November 2025,Media Indonesia,2 minggu lalu,Toba Creative Festival Dorong Pengembangan Ekonomi Kreatif Berbasis Kearifan Lokal,https://mediaindonesia.com/nusantara/829701/toba-creative-festival-dorong-pengembangan-ekonomi-kreatif-berbasis-kearifan-lokal
Technological,Digitalisasi Badan Gizi,November 2025,Radar Depok,1 minggu lalu,"BGN Perkuat Akses Komunikasi Publik Melalui Berbagai Kanal Layanan, Pastikan MBG Memberikan Manfaat Optimal - Radar Depok",https://www.radardepok.com/nasional/94616282047/bgn-perkuat-akses-komunikasi-publik-melalui-berbagai-kanal-layanan-pastikan-mbg-memberikan-manfaat-optimal
Technological,Digitalisasi Badan Gizi,November 2025,Tribun-medan.com,3 hari lalu,Mengintip Dapur Canggih MBG: Teknologi yang Pastikan Makanan Siswa Tetap Aman,https://medan.tribunnews.com/adv/1771106/mengintip-dapur-canggih-mbg-teknologi-yang-pastikan-makanan-siswa-tetap-aman
Technological,Digitalisasi Badan Gizi,November 2025,postingnews.id,2 minggu lalu,"Petugas Dapur Belum Digaji, DPR Semprot Badan Gizi Nasional - postingnews.id",https://postingnews.id/read/37644/petugas-dapur-belum-digaji-dpr-semprot-badan-gizi-nasional
Technological,Digitalisasi Badan Gizi,November 2025,Radar Depok,1 minggu lalu,Atasi Obesitas di Klinik Gizi dan Agroherbal RSUD Bakti Pajajaran Cibinong Biayanya Cuma Rp180 Ribu! - Radar Depok,https://www.radardepok.com/bogor-raya/94616283681/atasi-obesitas-di-klinik-gizi-dan-agroherbal-rsud-bakti-pajajaran-cibinong-biayanya-cuma-rp180-ribu
Technological,Digitalisasi Badan Gizi,November 2025,Ringtimes,3 minggu lalu,Menkomdigi Meutya Hafid Ajak Kaum Ibu UMKM Lebih Melek Digital - Ringtimes,https://www.ringtimes.id/berita/741830244/menkomdigi-meutya-hafid-ajak-kaum-ibu-umkm-lebih-melek-digital
Technological,Dashboard Pantau Makan Gratis,November 2025,Kaltimetam.id,3 minggu lalu,"Tinjau SDN 002 Samarinda, Wali Kota Andi Harun Pantau Langsung Distribusi Makan Bergizi Gratis",https://kaltimetam.id/tinjau-sdn-002-samarinda-wali-kota-andi-harun-pantau-langsung-distribusi-makan-bergizi-gratis/
Technological,Dashboard Pantau Makan Gratis,November 2025,Seputar Fakta,3 minggu lalu,"Pemkot Samarinda Resmikan Dapur SPPG di Go Mall, Andi Harun Sampaikan Dukungan Program MBG",https://seputarfakta.com/seputar-kaltim/pemkot-samarinda-resmikan-dapur-sppg-di-go-mall-andi-harun-sampaikan-dukungan-program-mbg-14717
Technological,Teknologi Pangan Makan Bergizi,November 2025,IPB University,1 minggu lalu,Kepala BGN: Indonesia Butuh Inovasi Teknologi Pangan untuk Sokong MBG,https://www.ipb.ac.id/news/index/2025/11/kepala-bgn-indonesia-butuh-inovasi-teknologi-pangan-untuk-sokong-mbg/
Technological,Teknologi Pangan Makan Bergizi,November 2025,Kompas.id,2 minggu lalu,"Harga Serba Naik, Hampir Setengah Warga Indonesia Tak Mampu Beli Makanan Sehat",https://www.kompas.id/artikel/harga-serba-naik-hampir-setengah-warga-indonesia-tak-mampu-beli-makanan-sehat
Technological,Teknologi Pangan Makan Bergizi,November 2025,lldikti v,1 minggu lalu,UWM dan Masjid Nurul Huda Tingkatkan Edukasi Gizi Keluarga Lewat Penyuluhan Pangan Sehat,https://lldikti5.kemdikbud.go.id/home/detailpost/uwm-dan-masjid-nurul-huda-tingkatkan-edukasi-gizi-keluarga-lewat-penyuluhan-pangan-sehat
Technological,Teknologi Pangan Makan Bergizi,November 2025,Media Center Riau,1 bulan lalu,Pemprov Riau Dukung GAPEMBI Perkuat Ketahanan Pangan Bergizi,https://mediacenter.riau.go.id/read/93928/pemprov-riau-dukung-gapembi-perkuat-ketahanan.html
Technological,Teknologi Pangan Makan Bergizi,November 2025,RRI.co.id,3 minggu lalu,"Sulitnya Konsumsi Makanan Sehat, ini Kata Pakar UGM",https://rri.co.id/lain-lain/1965195/sulitnya-konsumsi-makanan-sehat-ini-kata-pakar-ugm
Technological,Teknologi Pangan Makan Bergizi,November 2025,Universitas Sahid,6 hari lalu,Universitas Sahid Jadi Tuan Rumah Pelantikan 14 Pengurus PATPI Cabang 2025–2029 dan Sosialisasi Penulisan Buku PATPI,https://usahid.ac.id/berita/universitas-sahid-jadi-tuan-rumah-pelantikan-14-pengurus-patpi-cabang-2025-2029-dan-sosialisasi-penulisan-buku-patpi/
Technological,Teknologi Pangan Makan Bergizi,November 2025,Ambisius News,2 minggu lalu,"Program Makan Bergizi Gratis: Ahli Gizi Langka, BGN Bidik Profesi Lain",https://news.ambisius.com/2025/11/19/nasional/program-makan-bergizi-gratis-ahli-gizi-langka-bgn-bidik-profesi-lain
